st1;st2;st3;st4;chi2;chi2error;offset
26;14;10;17;8225.74190315;8.78619926555;3
26;14;10;17;8873.16835575;9.27494488605;4
26;14;10;17;9796.16091004;9.8500852352;5
26;14;10;17;10983.0618736;10.4681254304;6
26;14;10;17;12402.6206048;11.1254779505;7
26;14;10;17;14032.0778852;11.7933732871;8
26;14;10;17;15865.0759377;12.4765949672;9
26;14;10;17;17893.3080935;13.1722849106;10
26;14;10;18;7835.9444848;8.34909330898;0
26;14;10;18;7803.2573731;8.34366616956;1
26;14;10;18;7976.12211734;8.54647740263;2
26;14;10;18;8374.88755464;8.90968232394;3
26;14;10;18;9025.18654911;9.37762141381;4
26;14;10;18;9950.53323488;9.92823923772;5
26;14;10;18;11130.4575881;10.5356016791;6
26;14;10;18;12530.3997302;11.176315632;7
26;14;10;18;14126.7856918;11.8297865177;8
26;14;10;18;15915.5579243;12.4956763563;9
26;14;10;18;17893.3080935;13.1722849106;10
26;14;10;19;8198.57020711;8.64895848385;0
26;14;10;19;8082.0946498;8.55317778815;1
26;14;10;19;8202.72924401;8.70253209658;2
26;14;10;19;8573.23876345;9.03832948217;3
26;14;10;19;9208.09704929;9.48691117209;4
26;14;10;19;10119.9347265;10.0176734702;5
26;14;10;19;11280.8972112;10.6047464833;6
26;14;10;19;12653.7535498;11.2270403719;7
26;14;10;19;14214.3519043;11.8652824536;8
26;14;10;19;15960.6373112;12.5127849369;9
26;14;10;19;17893.3080935;13.1722849106;10
26;14;10;20;8629.88873648;8.94675224683;0
26;14;10;20;8419.99035919;8.79889421778;1
26;14;10;20;8476.57425543;8.88173302202;2
26;14;10;20;8805.91386086;9.18007933973;3
26;14;10;20;9412.74580767;9.60729541022;4
26;14;10;20;10300.1722302;10.112486149;5
26;14;10;20;11433.9074073;10.6765890726;6
26;14;10;20;12774.4774943;11.2791159528;7
26;14;10;20;14297.3130624;11.9006839318;8
26;14;10;20;16002.1644752;12.5313139341;9
26;14;10;20;17893.3080935;13.1722849106;10
26;14;10;21;9117.83365677;9.24679860303;0
26;14;10;21;8806.20874381;9.04542834784;1
26;14;10;21;8789.10946977;9.07574113992;2
26;14;10;21;9067.07204826;9.32367451709;3
26;14;10;21;9636.06295112;9.7245022761;4
26;14;10;21;10490.5747074;10.2069763777;5
26;14;10;21;11590.540011;10.7495186696;6
26;14;10;21;12894.5409287;11.3318827038;7
26;14;10;21;14377.7069242;11.9334178543;8
26;14;10;21;16041.4645146;12.5486636364;9
26;14;10;21;17893.3080935;13.1722849106;10
26;14;10;22;9654.71737793;9.54974107675;0
26;14;10;22;9234.00085556;9.29385508876;1
26;14;10;22;9134.95191092;9.28140286892;2
26;14;10;22;9352.94476899;9.47931688067;3
26;14;10;22;9875.90456291;9.84776212064;4
26;14;10;22;10690.4050126;10.3049917037;5
26;14;10;22;11751.0874479;10.8235843287;6
26;14;10;22;13014.8198303;11.3837822014;7
26;14;10;22;14456.5230263;11.9660835943;8
26;14;10;22;16079.2055094;12.5649760808;9
26;14;10;22;17893.3080935;13.1722849106;10
26;14;10;23;10227.2640573;9.85293515677;0
26;14;10;23;9692.34621536;9.53990541719;1
26;14;10;23;9505.24409105;9.4852251819;2
26;14;10;23;9656.69348501;9.63524121184;3
26;14;10;23;10127.2552053;9.97057947238;4
26;14;10;23;10896.228556;10.4052703792;5
26;14;10;23;11913.417809;10.8949379884;6
26;14;10;23;13134.1829636;11.4346947302;7
26;14;10;23;14533.3148354;12.000964138;8
26;14;10;23;16115.3114162;12.5802807112;9
26;14;10;23;17893.3080935;13.1722849106;10
26;14;10;24;10810.3922478;10.1392569042;0
26;14;10;24;10160.7603266;9.77987337641;1
26;14;10;24;9883.48418539;9.67589039758;2
26;14;10;24;9965.22339205;9.79324114303;3
26;14;10;24;10379.9440113;10.0909459679;4
26;14;10;24;11100.4116957;10.5018862231;5
26;14;10;24;12072.1068157;10.9676797529;6
26;14;10;24;13249.0928317;11.4870032691;7
26;14;10;24;14606.0972017;12.032925083;8
26;14;10;24;16148.9872621;12.5943043015;9
26;14;10;24;17893.3080935;13.1722849106;10
26;14;10;25;11366.8570796;10.4013244691;0
26;14;10;25;10608.8850163;10.0071732773;1
26;14;10;25;10245.2094562;9.85527559607;2
26;14;10;25;10259.0577862;9.94559024206;3
26;14;10;25;10618.7426183;10.205819704;4
26;14;10;25;11291.4129211;10.59191324;5
26;14;10;25;12218.8484968;11.0355765586;6
26;14;10;25;13354.0445798;11.5327994995;7
26;14;10;25;14671.7169749;12.0609069543;8
26;14;10;25;16178.9354182;12.6065819828;9
26;14;10;25;17893.3080935;13.1722849106;10
26;15;10;10;29758.3373298;17.5748282726;0
26;15;10;10;25637.0460212;16.4319992152;1
26;15;10;10;21472.4782927;15.2179972174;2
26;15;10;10;17517.443513;13.9474097476;3
26;15;10;10;14078.7677681;12.6458618075;4
26;15;10;10;11442.466511;11.3284783303;5
26;15;10;10;9773.91631848;10.0991483624;6
26;15;10;10;9122.89756893;9.46245178924;7
26;15;10;10;9496.419141;9.81307487963;8
26;15;10;10;10834.297455;10.4771949855;9
26;15;10;10;13007.6160687;11.2962341271;10
26;15;10;11;18095.3305479;14.1919004442;0
26;15;10;11;15968.0834166;13.3883159265;1
26;15;10;11;13788.2401691;12.5211054328;2
26;15;10;11;11733.7054353;11.6016849345;3
26;15;10;11;10025.9488281;10.6518717222;4
26;15;10;11;8872.48344883;9.73128204319;5
26;15;10;11;8383.19663475;9.1107748131;6
26;15;10;11;8579.5713232;9.23789113872;7
26;15;10;11;9455.79365544;9.81777649017;8
26;15;10;11;10963.145755;10.4991646484;9
26;15;10;11;13007.6160687;11.2962341271;10
26;15;10;12;11477.3562985;11.498230182;0
26;15;10;12;10478.4488015;10.9647705308;1
26;15;10;12;9446.00842423;10.3736942052;2
26;15;10;12;8506.23104488;9.7364233577;3
26;15;10;12;7819.60762192;9.10688807363;4
26;15;10;12;7537.15899203;8.67246591743;5
26;15;10;12;7729.52825857;8.72113498709;6
26;15;10;12;8399.55296228;9.21379865424;7
26;15;10;12;9533.75476683;9.86482389421;8
26;15;10;12;11092.7508281;10.5379801808;9
26;15;10;12;13007.6160687;11.2962341271;10
26;15;10;13;7932.03272251;9.379718441;0
26;15;10;13;7534.83565533;9.06953204546;1
26;15;10;13;7135.62941633;8.71351199052;2
26;15;10;13;6824.85284632;8.35969471616;3
26;15;10;13;6719.35152503;8.14150789807;4
26;15;10;13;6929.42690495;8.22048742448;5
26;15;10;13;7497.90923955;8.64465318009;6
26;15;10;13;8415.38218998;9.25585278522;7
26;15;10;13;9663.92153358;9.91242017406;8
26;15;10;13;11211.6211287;10.5740127222;9
26;15;10;13;13007.6160687;11.2962341271;10
26;15;10;14;6176.65331729;7.85348112317;0
26;15;10;14;6074.88196559;7.73872957473;1
26;15;10;14;6006.02809101;7.64212914663;2
26;15;10;14;6035.52358145;7.58612445358;3
26;15;10;14;6248.65227032;7.74322208828;4
26;15;10;14;6726.07631482;8.13742934919;5
26;15;10;14;7490.70072746;8.69486835566;6
26;15;10;14;8524.98846813;9.32220198829;7
26;15;10;14;9808.50589252;9.95350697108;8
26;15;10;14;11315.2930659;10.6094439661;9
26;15;10;14;13007.6160687;11.2962341271;10
26;15;10;15;5429.34354938;7.01581445257;0
26;15;10;15;5450.89042374;7.03927368579;1
26;15;10;15;5539.1995057;7.13379746482;2
26;15;10;15;5741.8834685;7.35132663246;3
26;15;10;15;6121.01433258;7.70729142228;4
26;15;10;15;6735.3261873;8.19777099089;5
26;15;10;15;7593.19620578;8.77767313755;6
26;15;10;15;8671.61311191;9.39043047261;7
26;15;10;15;9948.77225532;10.0049577509;8
26;15;10;15;11403.4496198;10.6415065282;9
26;15;10;15;13007.6160687;11.2962341271;10
26;15;10;16;5235.42989711;6.8071679965;0
26;15;10;16;5286.1054533;6.88319101042;1
26;15;10;16;5434.53707147;7.06973815693;2
26;15;10;16;5715.31720042;7.36591954863;3
26;15;10;16;6173.05253013;7.78360141705;4
26;15;10;16;6849.88959329;8.29911209341;5
26;15;10;16;7743.35972076;8.86771437435;6
26;15;10;16;8826.67012626;9.44945041451;7
26;15;10;16;10077.3061057;10.0543228769;8
26;15;10;16;11477.8529564;10.6702475705;9
26;15;10;16;13007.6160687;11.2962341271;10
26;15;10;17;5341.19487898;6.90561541588;0
26;15;10;17;5370.20037092;6.95658945661;1
26;15;10;17;5524.8070746;7.14814039445;2
26;15;10;17;5829.79266898;7.47458673251;3
26;15;10;17;6316.23713211;7.90551481226;4
26;15;10;17;7013.37886029;8.40628291668;5
26;15;10;17;7910.40851683;8.94491199019;6
26;15;10;17;8977.83905511;9.51468831718;7
26;15;10;17;10192.8292401;10.0984859167;8
26;15;10;17;11541.0854562;10.6939382221;9
26;15;10;17;13007.6160687;11.2962341271;10
26;15;10;18;5611.6507561;7.15507570703;0
26;15;10;18;5591.19849936;7.14947539661;1
26;15;10;18;5721.46243928;7.31557226135;2
26;15;10;18;6019.5450002;7.61827955301;3
26;15;10;18;6505.67897467;8.02555062474;4
26;15;10;18;7198.70718867;8.50128804478;5
26;15;10;18;8081.17487955;9.02561658182;6
26;15;10;18;9121.60451992;9.57651557465;7
26;15;10;18;10297.0550594;10.1403411628;8
26;15;10;18;11595.8596019;10.7141106093;9
26;15;10;18;13007.6160687;11.2962341271;10
26;15;10;19;5979.87871321;7.45540432242;0
26;15;10;19;5893.52522475;7.38475215942;1
26;15;10;19;5980.97010951;7.49198924312;2
26;15;10;19;6253.0664439;7.76320427273;3
26;15;10;19;6721.00282509;8.1447924316;4
26;15;10;19;7394.92027691;8.605646737;5
26;15;10;19;8251.85627549;9.10757063834;6
26;15;10;19;9258.80441902;9.63453750983;7
26;15;10;19;10392.8650077;10.1795604914;8
26;15;10;19;11644.6565112;10.73325647;9
26;15;10;19;13007.6160687;11.2962341271;10
26;15;10;20;6416.22484729;7.75471151064;0
26;15;10;20;6252.50103291;7.64245310295;1
26;15;10;20;6284.3410037;7.70278051568;2
26;15;10;20;6517.30430956;7.92260627966;3
26;15;10;20;6954.7402451;8.27421986676;4
26;15;10;20;7599.21926925;8.70637587882;5
26;15;10;20;8423.03201375;9.18475666949;6
26;15;10;20;9391.95422867;9.69252046014;7
26;15;10;20;10483.2243285;10.2168496675;8
26;15;10;20;11689.5198855;10.7525882801;9
26;15;10;20;13007.6160687;11.2962341271;10
26;15;10;21;6908.81853455;8.05850625698;0
26;15;10;21;6658.21109847;7.89868180174;1
26;15;10;21;6624.17728013;7.91178161238;2
26;15;10;21;6807.6469621;8.08634111045;3
26;15;10;21;7204.9541748;8.40341930791;4
26;15;10;21;7811.87016504;8.80699535205;5
26;15;10;21;8596.46135803;9.26411957063;6
26;15;10;21;9523.50722018;9.75019177157;7
26;15;10;21;10570.4588902;10.2515468634;8
26;15;10;21;11731.9047466;10.7704773551;9
26;15;10;21;13007.6160687;11.2962341271;10
26;15;10;22;7450.07309452;8.36772518098;0
26;15;10;22;7104.32957419;8.15089550579;1
26;15;10;22;6995.68857985;8.12030027798;2
26;15;10;22;7120.95934454;8.26567989825;3
26;15;10;22;7470.08453909;8.53788787991;4
26;15;10;22;8032.61875927;8.91269544817;5
26;15;10;22;8772.80133659;9.34408783784;6
26;15;10;22;9654.58877167;9.8055205796;7
26;15;10;22;10655.7067185;10.2875831838;8
26;15;10;22;11772.546136;10.7872969255;9
26;15;10;22;13007.6160687;11.2962341271;10
26;15;10;23;8026.72057393;8.67306668237;0
26;15;10;23;7579.86906028;8.40889905413;1
26;15;10;23;7390.06374756;8.33371645936;2
26;15;10;23;7450.45244767;8.44166174193;3
26;15;10;23;7745.16154666;8.67392481858;4
26;15;10;23;8258.06822003;9.01744552219;5
26;15;10;23;8949.94854603;9.42113258764;6
26;15;10;23;9784.08714661;9.8615978424;7
26;15;10;23;10738.5328895;10.3240034411;8
26;15;10;23;11811.3732455;10.8030773509;9
26;15;10;23;13007.6160687;11.2962341271;10
26;15;10;24;8613.60631616;8.96396268957;0
26;15;10;24;8064.03810151;8.65719395071;1
26;15;10;24;7790.37101634;8.53551203611;2
26;15;10;24;7782.57186492;8.6073541292;3
26;15;10;24;8019.59075496;8.80967851954;4
26;15;10;24;8480.23453306;9.12175226415;5
26;15;10;24;9122.21418953;9.50014587405;6
26;15;10;24;9908.28390844;9.91685451359;7
26;15;10;24;10816.8445248;10.3573752213;8
26;15;10;24;11847.5425218;10.8175369106;9
26;15;10;24;13007.6160687;11.2962341271;10
26;15;10;25;9173.36089196;9.22958831728;0
26;15;10;25;8525.956264;8.88471333723;1
26;15;10;25;8171.41614246;8.72012399825;2
26;15;10;25;8097.05892247;8.76114142979;3
26;15;10;25;8277.42312773;8.93676572411;4
26;15;10;25;8686.98006271;9.21680781874;5
26;15;10;25;9280.84224335;9.57127883993;6
26;15;10;25;10021.3663505;9.96523183971;7
26;15;10;25;10887.3051841;10.3865922817;8
26;15;10;25;11879.6736812;10.8301962841;9
26;15;10;25;13007.6160687;11.2962341271;10
26;16;10;10;28274.9587441;16.6161589351;0
26;16;10;10;23853.1608496;15.3721170452;1
26;16;10;10;19505.5486189;14.0622454133;2
26;16;10;10;15458.1640292;12.7014296969;3
26;16;10;10;11975.568148;11.3143063572;4
26;16;10;10;9300.62396861;9.91556602521;5
26;16;10;10;7566.59143781;8.64907718188;6
26;16;10;10;6804.87244403;8.07267212854;7
26;16;10;10;7011.95961931;8.46638717844;8
26;16;10;10;8117.91556836;9.09947497799;9
26;16;10;10;9994.5804854;9.8632709834;10
26;16;10;11;16636.4348209;13.2332311068;0
26;16;10;11;14286.8517168;12.3284337565;1
26;16;10;11;11965.0922871;11.3653536287;2
26;16;10;11;9828.12673699;10.3557048837;3
26;16;10;11;8064.40186984;9.32031627194;4
26;16;10;11;6847.81281242;8.33570540355;5
26;16;10;11;6264.33224897;7.72811216924;6
26;16;10;11;6322.05626574;7.91605419083;7
26;16;10;11;7007.36086692;8.48947867681;8
26;16;10;11;8263.01016644;9.12467916252;9
26;16;10;11;9994.5804854;9.8632709834;10
26;16;10;12;10037.9551489;10.5395608446;0
26;16;10;12;8878.95535282;9.90488836084;1
26;16;10;12;7737.34738802;9.21794240118;2
26;16;10;12;6723.03723215;8.49580584279;3
26;16;10;12;5970.85218111;7.79330614723;4
26;16;10;12;5605.78696996;7.33441544059;5
26;16;10;12;5681.10090739;7.42223057743;6
26;16;10;12;6190.21929605;7.92687321062;7
26;16;10;12;7114.00841347;8.54750772014;8
26;16;10;12;8405.55142155;9.16647833792;9
26;16;10;12;9994.5804854;9.8632709834;10
26;16;10;13;6507.97781658;8.42104910357;0
26;16;10;13;5999.68702935;8.01191098967;1
26;16;10;13;5517.09308549;7.57011861642;2
26;16;10;13;5138.0011214;7.14344035543;3
26;16;10;13;4959.38621728;6.87485453896;4
26;16;10;13;5071.5000902;6.97891491693;5
26;16;10;13;5504.93032826;7.40376227531;6
26;16;10;13;6243.97719283;7.99055966449;7
26;16;10;13;7266.75730743;8.6014870561;8
26;16;10;13;8534.60515922;9.20436225582;9
26;16;10;13;9994.5804854;9.8632709834;10
26;16;10;14;4764.64103691;6.89487123971;0
26;16;10;14;4590.22651687;6.69743836288;1
26;16;10;14;4458.21513046;6.5218215913;2
26;16;10;14;4424.27418026;6.41670800877;3
26;16;10;14;4558.36305675;6.57648100478;4
26;16;10;14;4925.78400298;6.94665567778;5
26;16;10;14;5541.23375366;7.48605497851;6
26;16;10;14;6383.34715562;8.07166590585;7
26;16;10;14;7429.06249151;8.64698398426;8
26;16;10;14;8646.26832355;9.24231000772;9
26;16;10;14;9994.5804854;9.8632709834;10
26;16;10;15;4026.82354832;6.05720456911;0
26;16;10;15;4006.03487917;6.02190788108;1
26;16;10;15;4047.13236097;6.07643627406;2
26;16;10;15;4190.22558842;6.25662489785;3
26;16;10;15;4485.64544727;6.57599827116;4
26;16;10;15;4980.46273965;7.04778651116;5
26;16;10;15;5678.02635956;7.58576862053;6
26;16;10;15;6553.43223227;8.14533430247;7
26;16;10;15;7583.29682347;8.70223880595;8
26;16;10;15;8740.7237497;9.27599712113;9
26;16;10;15;9994.5804854;9.8632709834;10
26;16;10;16;3840.48290105;5.84880529757;0
26;16;10;16;3873.00254297;5.89087790498;1
26;16;10;16;3986.94431774;6.03784580443;2
26;16;10;16;4211.20184118;6.30202356781;3
26;16;10;16;4581.49945625;6.6957234317;4
26;16;10;16;5131.26960248;7.16696544818;5
26;16;10;16;5855.55235618;7.68374686784;6
26;16;10;16;6727.20613953;8.20877548523;7
26;16;10;16;7722.97441466;8.75364820128;8
26;16;10;16;8820.15236946;9.30588630643;9
26;16;10;16;9994.5804854;9.8632709834;10
26;16;10;17;3952.41233925;5.95053657217;0
26;16;10;17;3982.94423171;5.99708643118;1
26;16;10;17;4113.41665285;6.16498417695;2
26;16;10;17;4364.37711167;6.44799755399;3
26;16;10;17;4760.35030379;6.83314245742;4
26;16;10;17;5324.26118814;7.28242150798;5
26;16;10;17;6044.87432164;7.76650712253;6
26;16;10;17;6893.61069399;8.27892179913;7
26;16;10;17;7847.56859857;8.79947528442;8
26;16;10;17;8887.47546982;9.33021622268;9
26;16;10;17;9994.5804854;9.8632709834;10
26;16;10;18;4228.02859125;6.20285007933;0
26;16;10;18;4225.57914714;6.20584683359;1
26;16;10;18;4340.37762675;6.35077723926;2
26;16;10;18;4586.52572815;6.61382830585;3
26;16;10;18;4979.6489882;6.9677464924;4
26;16;10;18;5534.28642669;7.38798390146;5
26;16;10;18;6234.28594644;7.85409736905;6
26;16;10;18;7050.13016914;8.34332263762;7
26;16;10;18;7959.38795303;8.84391425633;8
26;16;10;18;8945.67392918;9.3523022059;9
26;16;10;18;9994.5804854;9.8632709834;10
26;16;10;19;4600.72604939;6.50325508959;0
26;16;10;19;4546.64591447;6.46332638154;1
26;16;10;19;4626.13357441;6.55675412473;2
26;16;10;19;4848.10622445;6.77544474865;3
26;16;10;19;5220.8324299;7.10064604361;4
26;16;10;19;5751.88998905;7.50279242018;5
26;16;10;19;6421.11636641;7.94178400318;6
26;16;10;19;7198.37656458;8.40395185751;7
26;16;10;19;8061.77480984;8.88534308463;8
26;16;10;19;8997.43670318;9.37207158552;9
26;16;10;19;9994.5804854;9.8632709834;10
26;16;10;20;5041.0832407;6.80703858097;0
26;16;10;20;4922.43956881;6.72940144822;1
26;16;10;20;4953.06041867;6.77525424579;2
26;16;10;20;5137.52508128;6.96082032366;3
26;16;10;20;5477.77698199;7.2440657777;4
26;16;10;20;5975.38540073;7.61120650652;5
26;16;10;20;6606.78469776;8.0243511681;6
26;16;10;20;7341.43981396;8.46510193109;7
26;16;10;20;8158.03643523;8.923715012;8
26;16;10;20;9044.96172872;9.39183443215;9
26;16;10;20;9994.5804854;9.8632709834;10
26;16;10;21;5537.38574587;7.11541119269;0
26;16;10;21;5343.70022998;6.98563014701;1
26;16;10;21;5314.67766813;6.99057252884;2
26;16;10;21;5451.15129861;7.14046300261;3
26;16;10;21;5749.44935071;7.39208604871;4
26;16;10;21;6205.78623616;7.7211297776;5
26;16;10;21;6793.61459596;8.10969869379;6
26;16;10;21;7482.15925229;8.5266481038;7
26;16;10;21;8250.7285538;8.96079182865;8
26;16;10;21;9089.80768163;9.4101081179;9
26;16;10;21;9994.5804854;9.8632709834;10
26;16;10;22;6082.12739077;7.42867742959;0
26;16;10;22;5804.43960353;7.24663067786;1
26;16;10;22;5706.6677578;7.21360222488;2
26;16;10;22;5786.35522978;7.32453485733;3
26;16;10;22;6034.75525373;7.54459999076;4
26;16;10;22;6443.22358367;7.83873658452;5
26;16;10;22;6982.55397164;8.19486895973;6
26;16;10;22;7621.85923136;8.58564378306;7
26;16;10;22;8341.10765699;8.9979445656;8
26;16;10;22;9132.76302547;9.42728930497;9
26;16;10;22;9994.5804854;9.8632709834;10
26;16;10;23;6662.04651636;7.73863250658;0
26;16;10;23;6293.6966805;7.51157996451;1
26;16;10;23;6120.25649678;7.43287217304;2
26;16;10;23;6136.38738004;7.50407131481;3
26;16;10;23;6328.76131681;7.69268719369;4
26;16;10;23;6684.33073475;7.95550940565;5
26;16;10;23;7171.52216344;8.27862262264;6
26;16;10;23;7759.44357101;8.64484125742;7
26;16;10;23;8428.748083;9.03524797633;8
26;16;10;23;9173.76112897;9.44340900556;9
26;16;10;23;9994.5804854;9.8632709834;10
26;16;10;24;7251.93005888;8.03101445505;0
26;16;10;24;6790.43511207;7.76679274779;1
26;16;10;24;6538.16910743;7.64016852972;2
26;16;10;24;6487.32666899;7.67592645214;3
26;16;10;24;6620.53516596;7.83446129018;4
26;16;10;24;6920.84414581;8.06856803474;5
26;16;10;24;7354.61934016;8.36364787701;6
26;16;10;24;7891.04947978;8.70241922908;7
26;16;10;24;8511.47100675;9.06942898771;8
26;16;10;24;9211.91968102;9.45817944233;9
26;16;10;24;9994.5804854;9.8632709834;10
26;16;10;25;7814.30921482;8.29796233999;0
26;16;10;25;7263.35780094;7.9989244363;1
26;16;10;25;6934.62774554;7.83019010557;2
26;16;10;25;6818.29056183;7.83518643592;3
26;16;10;25;6893.55280648;7.96358220906;4
26;16;10;25;7140.15058847;8.17136206776;5
26;16;10;25;7522.73042297;8.43957002127;6
26;16;10;25;8010.61864482;8.75282885839;7
26;16;10;25;8585.79375783;9.09935453151;8
26;16;10;25;9245.79245531;9.47179908255;9
26;16;10;25;9994.5804854;9.8632709834;10
26;17;10;10;27323.6498301;15.8687295932;0
26;17;10;10;22662.6389435;14.5423000531;1
26;17;10;10;18178.1644824;13.1543901561;2
26;17;10;10;14074.2105307;11.7201282863;3
26;17;10;10;10580.7383091;10.2617116407;4
26;17;10;10;7905.10644334;8.80800195368;5
26;17;10;10;6153.70909901;7.51098201425;6
26;17;10;10;5342.66103966;6.99594674778;7
26;17;10;10;5459.89788191;7.41033298385;8
26;17;10;10;6428.42871612;8.00931948536;9
26;17;10;10;8121.7411157;8.7369069808;10
26;17;10;11;15705.0550516;12.4858017648;0
26;17;10;11;13179.8901469;11.4986167644;1
26;17;10;11;10754.7471035;10.4574983715;2
26;17;10;11;8569.28629195;9.37440347321;3
26;17;10;11;6784.87786376;8.27522279884;4
26;17;10;11;5547.6736868;7.24066983936;5
26;17;10;11;4923.45710645;6.68152243046;6
26;17;10;11;4909.10029802;6.89628085949;7
26;17;10;11;5484.62503427;7.44553676291;8
26;17;10;11;6586.74786575;8.03917419655;9
26;17;10;11;8121.7411157;8.7369069808;10
26;17;10;12;9122.44404342;9.79213150261;0
26;17;10;12;7838.52904594;9.07507136877;1
26;17;10;12;6620.1949544;8.31008714396;2
26;17;10;12;5563.81857294;7.52779101985;3
26;17;10;12;4783.14092084;6.76590005714;4
26;17;10;12;4381.59328917;6.3106940012;5
26;17;10;12;4397.56179244;6.41579013577;6
26;17;10;12;4816.48317331;6.92510629985;7
26;17;10;12;5614.62345365;7.51175047374;8
26;17;10;12;6739.81922468;8.08489460237;9
26;17;10;12;8121.7411157;8.7369069808;10
26;17;10;13;5604.95861487;7.67361976159;0
26;17;10;13;5011.63766524;7.18474177379;1
26;17;10;13;4473.30252212;6.67293212153;2
26;17;10;13;4057.2053066;6.18973319637;3
26;17;10;13;3843.95048007;5.90452636253;4
26;17;10;13;3907.09110162;6.01844806056;5
26;17;10;13;4266.52646492;6.44781977689;6
26;17;10;13;4901.11515825;7.00212957728;7
26;17;10;13;5785.75428939;7.57173244103;8
26;17;10;13;6877.16232081;8.12546047876;9
26;17;10;13;8121.7411157;8.7369069808;10
26;17;10;14;3871.4245805;6.14749029351;0
26;17;10;14;3643.2788008;5.88383914717;1
26;17;10;14;3471.99367308;5.65326316612;2
26;17;10;14;3405.01895903;5.52262175001;3
26;17;10;14;3499.64393858;5.67124166303;4
26;17;10;14;3808.28973004;6.03459450217;5
26;17;10;14;4338.2487813;6.54608976488;6
26;17;10;14;5064.71287925;7.0944930455;7
26;17;10;14;5962.48429594;7.62200593261;8
26;17;10;14;6995.33037595;8.16648209388;9
26;17;10;14;8121.7411157;8.7369069808;10
26;17;10;15;3141.33384521;5.30982362291;0
26;17;10;15;3091.48444411;5.23138862463;1
26;17;10;15;3106.28822039;5.2513521485;2
26;17;10;15;3219.47810347;5.40342777083;3
26;17;10;15;3471.63169574;5.71252437064;4
26;17;10;15;3899.94774367;6.15864198973;5
26;17;10;15;4502.95938607;6.65946438444;6
26;17;10;15;5253.894842;7.17551164237;7
26;17;10;15;6128.08861059;7.68338402384;8
26;17;10;15;7094.91310929;8.20264455045;9
26;17;10;15;8121.7411157;8.7369069808;10
26;17;10;16;2961.15765427;5.10174481392;0
26;17;10;16;2984.29887903;5.12142552001;1
26;17;10;16;3082.30250914;5.24352173488;2
26;17;10;16;3279.15415815;5.49530601602;3
26;17;10;16;3603.15195028;5.86031456061;4
26;17;10;16;4080.25692516;6.2938139581;5
26;17;10;16;4702.75855208;6.7681126483;6
26;17;10;16;5442.90437487;7.24488299605;7
26;17;10;16;6276.83725131;7.738861191;8
26;17;10;16;7178.4323296;8.23385721826;9
26;17;10;16;8121.7411157;8.7369069808;10
26;17;10;17;3078.10498455;5.20602990643;0
26;17;10;17;3115.27994274;5.25511813654;1
26;17;10;17;3238.24368711;5.40827954524;2
26;17;10;17;3463.83122202;5.66692022376;3
26;17;10;17;3811.03526421;6.01835231079;4
26;17;10;17;4297.26351609;6.4237568832;5
26;17;10;17;4910.2109664;6.85884555978;6
26;17;10;17;5621.71078945;7.32303450242;7
26;17;10;17;6408.81530577;7.78852083964;8
26;17;10;17;7249.08519516;8.25983203184;9
26;17;10;17;8121.7411157;8.7369069808;10
26;17;10;18;3357.92180232;5.46066594282;0
26;17;10;18;3375.52728923;5.48552516632;1
26;17;10;18;3489.873548;5.61691743025;2
26;17;10;18;3712.35054415;5.85418871928;3
26;17;10;18;4054.63753718;6.16942615005;4
26;17;10;18;4527.39213819;6.54200345004;5
26;17;10;18;5114.79990903;6.9569086986;6
26;17;10;18;5788.61207997;7.39304535768;7
26;17;10;18;6526.81582823;7.8361795333;8
26;17;10;18;7310.07105956;8.28337435035;9
26;17;10;18;8121.7411157;8.7369069808;10
26;17;10;19;3734.25745216;5.76397214996;0
26;17;10;19;3711.84852556;5.74994105376;1
26;17;10;19;3796.99569835;5.83951440756;2
26;17;10;19;3996.77122136;6.04109487247;3
26;17;10;19;4316.8707895;6.32454874825;4
26;17;10;19;4762.40763194;6.67234607462;5
26;17;10;19;5314.77569909;7.05344042458;6
26;17;10;19;5945.85036757;7.46039965853;7
26;17;10;19;6634.55631483;7.88082555621;8
26;17;10;19;7364.24805926;8.3040673721;9
26;17;10;19;8121.7411157;8.7369069808;10
26;17;10;20;4177.87966008;6.07327637175;0
26;17;10;20;4101.33197388;6.01910508222;1
26;17;10;20;4143.09718009;6.06976084563;2
26;17;10;20;4306.68750563;6.2320680595;3
26;17;10;20;4592.70603983;6.48232041156;4
26;17;10;20;5001.52900566;6.79402375484;5
26;17;10;20;5512.24105911;7.14560714943;6
26;17;10;20;6096.9831965;7.52745443424;7
26;17;10;20;6735.62243972;7.92189502368;8
26;17;10;20;7413.93967956;8.32453120389;9
26;17;10;20;8121.7411157;8.7369069808;10
26;17;10;21;4677.20115784;6.38512328064;0
26;17;10;21;4535.25088201;6.27950153691;1
26;17;10;21;4522.44422863;6.29569336151;2
26;17;10;21;4639.26663772;6.4121301839;3
26;17;10;21;4881.84566364;6.63352127486;4
26;17;10;21;5246.37836287;6.91617324332;5
26;17;10;21;5709.97906174;7.23975111493;6
26;17;10;21;6245.16415916;7.59334318624;7
26;17;10;21;6832.75703138;7.96262753441;8
26;17;10;21;7460.78897098;8.34345305449;9
26;17;10;21;8121.7411157;8.7369069808;10
26;17;10;22;5224.78130381;6.69997650095;0
26;17;10;22;5007.8917248;6.55265526493;1
26;17;10;22;4931.10413513;6.52281566795;2
