st1;st2;chi2;chi2error;offset
26;18;24962.2674939;14.3932233292;0
26;18;25033.547897;14.4316272135;1
26;18;25264.2040686;14.5482942545;2
26;18;25669.578629;14.736862982;3
26;18;26262.6847294;15.0080955835;4
26;18;27057.3502094;15.3425578473;5
26;18;28043.8635977;15.7038385779;6
26;18;29191.6345813;16.0834133568;7
26;18;30455.5868262;16.4419167501;8
26;18;31779.906938;16.7593861841;9
26;18;33129.0177469;17.0401202755;10
26;19;28509.5551681;15.4381573169;0
26;19;28575.951682;15.4689479999;1
26;19;28788.7051919;15.5613804642;2
26;19;29157.9139945;15.7105981507;3
26;19;29690.0299666;15.9141731442;4
26;19;30392.2081149;16.1720672549;5
26;19;31253.061218;16.4629722167;6
26;19;32244.8669998;16.7683387155;7
26;19;33328.2391841;17.062280328;8
26;19;34454.7158136;17.3223092646;9
26;19;35594.0685763;17.5391607586;10
26;20;31955.6520031;16.3890304726;0
26;20;32015.2577811;16.4108485814;1
26;20;32204.8714736;16.4809932394;2
26;20;32530.8009503;16.5995670832;3
26;20;32995.1095335;16.7578988648;4
26;20;33600.4551047;16.9525889919;5
26;20;34335.0754065;17.1759193526;6
26;20;35174.5912439;17.4120415708;7
26;20;36085.3555378;17.647175124;8
26;20;37026.1825488;17.8561183783;9
26;20;37971.8501702;18.0279501003;10
26;21;35363.1637517;17.2823436388;0
26;21;35414.4638212;17.2997252158;1
26;21;35576.7275148;17.3536471346;2
26;21;35853.5288785;17.4421475516;3
26;21;36244.1356924;17.5585790248;4
26;21;36748.3027912;17.7023840728;5
26;21;37354.8712877;17.8625005054;6
26;21;38043.2006252;18.0350044462;7
26;21;38785.4830795;18.2022269778;8
26;21;39547.8322321;18.3656156328;9
26;21;40309.8283385;18.5031709487;10
26;22;38760.7137412;18.1351136889;0
26;22;38802.428494;18.1474474671;1
26;22;38933.75941;18.185422802;2
26;22;39156.3858472;18.251249603;3
26;22;39468.0534802;18.3367777125;4
26;22;39866.8877241;18.4417246772;5
26;22;40343.1296973;18.557013803;6
26;22;40880.2214018;18.6759166237;7
26;22;41456.3121443;18.7897453297;8
26;22;42044.879189;18.8946338062;9
26;22;42630.1699953;18.9909918795;10
26;23;42119.0993608;18.9431865962;0
26;23;42150.2558039;18.9518664599;1
26;23;42247.9669102;18.9781461405;2
26;23;42412.7298412;19.0199044064;3
26;23;42641.8371001;19.0758319234;4
26;23;42932.8547509;19.1425347756;5
26;23;43278.071221;19.2200645379;6
26;23;43665.258878;19.301321298;7
26;23;44078.5673613;19.3775465842;8
26;23;44498.8239497;19.443351402;9
26;23;44914.7888608;19.4958433631;10
26;24;45341.5038911;19.6912466837;0
26;24;45361.6554277;19.6959813626;1
26;24;45424.6525625;19.7103328791;2
26;24;45530.4153106;19.7331707334;3
26;24;45676.6495615;19.7646971838;4
26;24;45861.2328024;19.8019280388;5
26;24;46078.9531053;19.8450599706;6
26;24;46321.9757525;19.8890432321;7
26;24;46580.2980937;19.931049648;8
26;24;46841.8572731;19.9686048302;9
26;24;47099.6623488;19.9994740817;10
26;25;48276.6693331;20.3513275367;0
26;25;48286.1415333;20.3531904052;1
26;25;48315.6779986;20.358845411;2
26;25;48365.0908094;20.3684917529;3
26;25;48433.0983647;20.3812601285;4
26;25;48518.4977247;20.3962244466;5
26;25;48618.7551001;20.4125499555;6
26;25;48730.2154728;20.4297097531;7
26;25;48848.2703787;20.4461123238;8
26;25;48967.3761438;20.4601590279;9
26;25;49084.3510541;20.4713358023;10
